54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
57,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,59
60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62
